Common_Name,Scientific_Name
Wren-like rushbird,Phleocryptes melanops
Wrenthrush,Zeledonia coronata
Wrentit,Chamaea fasciata
Wrinkled hornbill,Rhabdotorrhinus corrugatus
Writhed hornbill,Rhabdotorrhinus leucocephalus
Wrybill,Anarhynchus frontalis
Xantus's hummingbird,Basilinna xantusii
Xavier's greenbul,Phyllastrephus xavieri
Xingu scale-backed antbird,Willisornis vidua
Xinjiang ground jay,Podoces biddulphi
Yap cicadabird,Edolisoma nesiotis
Yap monarch,Monarcha godeffroyi
Yapacana antbird,Aprositornis disjuncta
Yelkouan shearwater,Puffinus yelkouan
Yellow bishop,Ploceus weynsi
Yellow bishop,Euplectes capensis
Yellow bishop,E. capensis
Yellow bittern,Ixobrychus sinensis
Yellow bunting,Emberiza sulphurata
Yellow canary,Crithagra flaviventris
Yellow cardinal,Gubernatrix cristata
Yellow chat,Epthianura crocea
Yellow grosbeak,Pheucticus chrysopeplus
Yellow honeyeater,Stomiopera flava
Yellow longbill,Macrosphenus flavicans
Yellow oriole,Icterus nigrogularis
Yellow penduline tit,Anthoscopus parvulus
Yellow rail,Coturnicops noveboracensis
Yellow thornbill,Acanthiza nana
Yellow tit,Machlolophus holsti
Yellow tufted pipit,Anthus crenatus
Yellow tyrannulet,Capsiempis flaveola
Yellow warbler,Setophaga petechia
Yellow wattlebird,Anthochaera paradoxa
Yellow-backed oriole,Icterus chrysater
Yellow-backed tanager,Hemithraupis flavicollis
Yellow-bearded greenbul,Criniger olivaceus
Yellow-bellied bulbul,Alophoixus phaeocephalus
Yellow-bellied bush warbler,Horornis acanthizoides
Yellow-bellied chat-tyrant,Silvicultrix diadema
Yellow-bellied dacnis,Dacnis flaviventer
Yellow-bellied elaenia,Elaenia flavogaster
Yellow-bellied eremomela,Eremomela icteropygialis
Yellow-bellied fantail,Chelidorhynx hypoxanthus
Yellow-bellied flowerpecker,Dicaeum melanozanthum
Yellow-bellied flycatcher,Empidonax flaviventris
Yellow-bellied flyrobin,Cryptomicroeca flaviventris
Yellow-bellied gerygone,Gerygone chrysogaster
Yellow-bellied greenbul,Chlorocichla flaviventris
Yellow-bellied hyliota,Hyliota flavigaster
Yellow-bellied longbill,Toxorhamphus novaeguineae
Yellow-bellied prinia,Prinia flaviventris
Yellow-bellied sapsucker,Sphyrapicus varius
Yellow-bellied seedeater,Sporophila nigricollis
Yellow-bellied siskin,Spinus xanthogastrus
Yellow-bellied sunbird-asity,Neodrepanis hypoxantha
Yellow-bellied tanager,Ixothraupis xanthogastra
Yellow-bellied tit,Pardaliparus venustulus
Yellow-bellied tyrannulet,Ornithion semiflavum
Yellow-bellied warbler,Abroscopus superciliaris
Yellow-bellied wattle-eye,Platysteira concreta
Yellow-bellied waxbill,Coccopygia quartinia
Yellow-bellied whistler,Pachycephala philippinensis
Yellow-bibbed fruit dove,Ptilinopus solomonensis
Yellow-bibbed lory,Lorius chlorocercus
Yellow-billed amazon,Amazona collaria
Yellow-billed babbler,Argya affinis
Yellow-billed barbet,Trachyphonus purpuratus
Yellow-billed blue magpie,Urocissa flavirostris
Yellow-billed cacique,Amblycercus holosericeus
Yellow-billed cardinal,Paroaria capitata
Yellow-billed cotinga,Carpodectes antoniae
Yellow-billed cuckoo,Coccyzus americanus
Yellow-billed duck,Anas undulata
Yellow-billed honeyeater,Gymnomyza viridis
Yellow-billed jacamar,Galbula albirostris
Yellow-billed kingfisher,Syma torotoro
Yellow-billed kite,Milvus aegyptius
Yellow-billed loon,Gavia adamsii
Yellow-billed lorikeet,Neopsittacus musschenbroekii
Yellow-billed magpie,Pica nuttalli
Yellow-billed malkoha,Rhamphococcyx calyorhynchus
Yellow-billed nunbird,Monasa flavirostris
Yellow-billed nuthatch,Sitta solangiae
Yellow-billed oxpecker,Buphagus africanus
Yellow-billed pintail,Anas georgica
Yellow-billed shrike,Lanius corvinus
Yellow-billed spoonbill,Platalea flavipes
Yellow-billed stork,Mycteria ibis
Yellow-billed teal,Anas flavirostris
Yellow-billed tern,Sternula superciliaris
Yellow-billed tit-tyrant,Anairetes flavirostris
Yellow-billed turaco,Tauraco macrorhynchus
Yellow-breasted antpitta,Grallaria flavotincta
Yellow-breasted antwren,Herpsilochmus axillaris
Yellow-breasted apalis,Apalis flavida
Yellow-breasted barbet,Trachyphonus margaritatus
Yellow-breasted boatbill,Machaerirhynchus flaviventer
Yellow-breasted boubou,Laniarius atroflavus
Yellow-breasted bowerbird,Chlamydera lauterbachi
Yellow-breasted brushfinch,Atlapetes latinuchus
Yellow-breasted bunting,Emberiza aureola
Yellow-breasted chat,Icteria virens
Yellow-breasted crake,Laterallus flaviventer
Yellow-breasted flowerpecker,Prionochilus maculatus
Yellow-breasted fruit dove,Ptilinopus occipitalis
Yellow-breasted greenfinch,Chloris spinoides
Yellow-breasted pipit,Anthus chloris
Yellow-breasted racket-tail,Prioniturus flavicans
Yellow-breasted satinbird,Loboparadisea sericea
Yellow-breasted tailorbird,Orthotomus samarensis
Yellow-breasted warbler,Phylloscopus montis
Yellow-breasted warbling antbird,Hypocnemis subflava
Yellow-bridled finch,Melanodera xanthogramma
Yellow-browed antbird,Hypocnemis hypoxantha
Yellow-browed bulbul,Acritillas indica
Yellow-browed bunting,Emberiza chrysophrys
Yellow-browed camaroptera,Camaroptera superciliaris
Yellow-browed melidectes,Melidectes rufocrissalis
Yellow-browed seedeater,Crithagra whytii
Yellow-browed shrike-vireo,Vireolanius eximius
Yellow-browed sparrow,Ammodramus aurifrons
Yellow-browed tit,Sylviparus modestus
Yellow-browed tody-flycatcher,Todirostrum chrysocrotaphum
Yellow-browed toucanet,Aulacorhynchus huallagae
Yellow-browed tyrant,Satrapa icterophrys
Yellow-browed warbler,Phylloscopus inornatus
Yellow-browed woodpecker,Piculus aurulentus
Yellow-capped pygmy parrot,Micropsitta keiensis
Yellow-capped weaver,Ploceus dorsomaculatus
Yellow-capped weaver,Ploceus weynsi
Yellow-capped weaver,P. dorsomaculatus
Yellow-casqued hornbill,Ceratogymna elata
Yellow-cheeked becard,Pachyramphus xanthogenys
Yellow-cheeked lorikeet,Saudareos meyeri
Yellow-cheeked tit,Machlolophus spilonotus
Yellow-chevroned parakeet,Brotogeris chiriri
Yellow-chinned spinetail,Certhiaxis cinnamomeus
Yellow-chinned sunbird,Anthreptes rectirostris
Yellow-collared chlorophonia,Chlorophonia flavirostris
Yellow-collared lovebird,Agapornis personatus
Yellow-crested cockatoo,Cacatua sulphurea
Yellow-crested helmetshrike,Prionops alberti
Yellow-crested manakin,Heterocercus flavivertex
Yellow-crested tanager,Loriotus rufiventer
Yellow-crested woodpecker,Chloropicus xantholophus
Yellow-crowned amazon,Amazona ochrocephala
Yellow-crowned barbet,Psilopogon henricii
Yellow-crowned bishop,Ploceus weynsi
Yellow-crowned bishop,Euplectes afer
Yellow-crowned bishop,E. afer
Yellow-crowned canary,Serinus flavivertex
Yellow-crowned elaenia,Myiopagis flavivertex
Yellow-crowned euphonia,Euphonia luteicapilla
Yellow-crowned flowerpecker,Dicaeum anthonyi
Yellow-crowned gonolek,Laniarius barbarus
Yellow-crowned night heron,Nyctanassa violacea
Yellow-crowned parakeet,Cyanoramphus auriceps
Yellow-crowned tyrannulet,Tyrannulus elatus
Yellow-crowned whitestart,Myioborus flavivertex
Yellow-crowned woodpecker,Leiopicus mahrattensis
Yellow-eared barbet,Psilopogon australis
Yellow-eared bulbul,Pycnonotus penicillatus
Yellow-eared parrot,Ognorhynchus icterotis
Yellow-eared spiderhunter,Arachnothera chrysogenys
Yellow-eared toucanet,Selenidera spectabilis
Yellow-eared woodpecker,Veniliornis maculifrons
Yellow-eyed babbler,Chrysomma sinense
Yellow-eyed black flycatcher,Melaenornis ardesiacus
Yellow-eyed bristlebill,Bleda ugandae
Yellow-eyed junco,Junco phaeonotus
Yellow-eyed penguin,Megadyptes antipodes
Yellow-eyed pigeon,Columba eversmanni
Yellow-eyed starling,Aplonis mystacea
Yellow-faced flameback,Chrysocolaptes xanthocephalus
Yellow-faced grassquit,Tiaris olivaceus
Yellow-faced honeyeater,Caligavis chrysops
Yellow-faced myna,Mino dumontii
Yellow-faced parrot,Alipiopsitta xanthops
Yellow-faced parrotlet,Forpus xanthops
Yellow-faced siskin,Spinus yarrellii
Yellow-footed flycatcher,Muscicapa sethsmithi
Yellow-footed green pigeon,Treron phoenicopterus
Yellow-footed gull,Larus livens
Yellow-footed honeyguide,Melignomon eisentrauti
Yellow-fronted barbet,Psilopogon flavifrons
Yellow-fronted canary,Crithagra mozambica
Yellow-fronted parrot,Poicephalus flavifrons
Yellow-fronted tinkerbird,Pogoniulus chrysoconus
Yellow-fronted woodpecker,Melanerpes flavifrons
Yellow-gaped honeyeater,Microptilotis flavirictus
Yellow-green brushfinch,Atlapetes luteoviridis
Yellow-green grosbeak,Caryothraustes canadensis
Yellow-green tanager,Bangsia flavovirens
Yellow-green vireo,Vireo flavoviridis
Yellow-headed amazon,Amazona oratrix
Yellow-headed blackbird,Xanthocephalus xanthocephalus
Yellow-headed brushfinch,Atlapetes flaviceps
Yellow-headed caracara,Daptrius chimachima
Yellow-headed caracara,Milvago chimachima
Yellow-headed manakin,Chloropipo flavicapilla
Yellow-headed warbler,Teretistris fernandinae
Yellow-hooded blackbird,Chrysomus icterocephalus
Yellow-knobbed curassow,Crax daubentoni
Yellow-legged buttonquail,Turnix tanki
Yellow-legged flyrobin,Kempiella griseoceps
Yellow-legged gull,Larus michahellis
Yellow-legged pigeon,Columba pallidiceps
Yellow-legged thrush,Turdus flavipes
Yellow-legged tinamou,Crypturellus noctivagus
Yellow-legged weaver,P. flavipes
Yellow-legged weaver,Ploceus flavipes
Yellow-legged weaver,Ploceus weynsi
Yellow-lored bristlebill,Bleda notatus
Yellow-lored tanager,Chlorothraupis frenata
Yellow-lored tody-flycatcher,Todirostrum poliocephalum
Yellow-mantled weaver,Ploceus tricolor
Yellow-mantled weaver,P. tricolor
Yellow-mantled weaver,Ploceus weynsi
Yellow-mantled widowbird,E. macroura
Yellow-mantled widowbird,Ploceus weynsi
Yellow-mantled widowbird,Euplectes macroura
Yellow-margined flatbill,Tolmomyias assimilis
Yellow-naped amazon,Amazona auropalliata
Yellow-necked spurfowl,Pternistis leucoscepus
Yellow-olive flatbill,Tolmomyias sulphurescens
Yellow-plumed honeyeater,Ptilotula ornata
Yellow-ringed white-eye,Heleia wallacei
Yellow-rumped antwren,Euchrepomis sharpei
Yellow-rumped cacique,Cacicus cela
Yellow-rumped flowerpecker,Prionochilus xanthopygius
Yellow-rumped flycatcher,Ficedula zanthopygia
Yellow-rumped honeyguide,Indicator xanthonotus
Yellow-rumped mannikin,Lonchura flaviprymna
Yellow-rumped marshbird,Pseudoleistes guirahuro
Yellow-rumped seedeater,Crithagra xanthopygia
Yellow-rumped siskin,Spinus uropygialis
Yellow-rumped thornbill,Acanthiza chrysorrhoa
Yellow-rumped tinkerbird,Pogoniulus bilineatus
Yellow-rumped warbler,Setophaga coronata
Yellow-scarfed tanager,Iridosornis reinhardti
Yellow-shouldered amazon,Amazona barbadensis
Yellow-shouldered blackbird,Agelaius xanthomus
Yellow-shouldered grassquit,Loxipasser anoxanthus
Yellow-shouldered grosbeak,Parkerthraustes humeralis
Yellow-sided flowerpecker,Dicaeum aureolimbatum
Yellow-spotted barbet,Buccanodon duchaillui
Yellow-spotted bush sparrow,Gymnoris pyrgita
Yellow-spotted honeyeater,Meliphaga notata
Yellow-streaked greenbul,Phyllastrephus flavostriatus
Yellow-streaked lory,Chalcopsitta scintillata
Yellow-streaked warbler,Phylloscopus armandii
Yellow-striped brushfinch,Atlapetes citrinellus
Yellow-tailed black cockatoo,Zanda funerea
Yellow-tailed oriole,Icterus mesomelas
Yellow-tailed parrot,Pionites leucogaster xanthurus
Yellow-thighed brushfinch,Atlapetes tibialis
Yellow-throated antwren,Myrmotherula ambigua
Yellow-throated apalis,Apalis flavigularis
Yellow-throated bulbul,Pycnonotus xantholaemus
Yellow-throated bunting,Emberiza elegans
Yellow-throated bush sparrow,Gymnoris superciliaris
Yellow-throated chlorospingus,Chlorospingus flavigularis
Yellow-throated cuckoo,Chrysococcyx flavigularis
Yellow-throated euphonia,Euphonia hirundinacea
Yellow-throated flycatcher,Conopias parvus
Yellow-throated fulvetta,Schoeniparus cinereus
Yellow-throated greenbul,Arizelocichla chlorigula
Yellow-throated hanging parrot,Loriculus pusillus
Yellow-throated honeyeater,Nesoptilotis flavicollis
Yellow-throated laughingthrush,Pterorhinus galbanus
Yellow-throated leafbird,Chloropsis palawanensis
Yellow-throated leaflove,Atimastillas flavicollis
Yellow-throated longclaw,Macronyx croceus
Yellow-throated miner,Manorina flavigula
Yellow-throated nicator,Nicator vireo
Yellow-throated nightingale-thrush,Catharus dryas
Yellow-throated sandgrouse,Pterocles gutturalis
Yellow-throated scrubwren,Neosericornis citreogularis
Yellow-throated scrubwren,Sericornis citreogularis
Yellow-throated seedeater,Crithagra flavigula
Yellow-throated spadebill,Platyrinchus flavigularis
Yellow-throated sparrow,Gymnoris xanthocollis
Yellow-throated tanager,Iridosornis analis
Yellow-throated tinkerbird,Pogoniulus subsulphureus
Yellow-throated toucan,Ramphastos ambiguus
Yellow-throated vireo,Vireo flavifrons
Yellow-throated warbler,Setophaga dominica
Yellow-throated whistler,Pachycephala macrorhyncha
Yellow-throated white-eye,Zosterops metcalfii
Yellow-throated woodland warbler,Phylloscopus ruficapilla
Yellow-throated woodpecker,Piculus flavigula
Yellow-tinted honeyeater,Ptilotula flavescens
Yellow-tufted dacnis,Dacnis egregia
Yellow-tufted honeyeater,Lichenostomus melanops
Yellow-tufted woodpecker,Melanerpes cruentatus
Yellow-vented bulbul,Pycnonotus goiavier
Yellow-vented eremomela,Eremomela flavicrissalis
Yellow-vented flowerpecker,Dicaeum chrysorrheum
Yellow-vented green pigeon,Treron seimundi
Yellow-vented warbler,Phylloscopus cantator
Yellow-vented woodpecker,Veniliornis dignus
Yellow-wattled bulbul,Poliolophus urostictus
Yellow-wattled lapwing,Vanellus malabaricus
Yellow-whiskered chlorospingus,Chlorospingus parvirostris
Yellow-whiskered greenbul,Eurillas latirostris
Yellow-winged blackbird,Agelasticus thilius
Yellow-winged pytilia,Pytilia hypogrammica
Yellow-winged tanager,Thraupis abbas
Yellow-winged vireo,Vireo carmioli
Yellowhammer,Emberiza citrinella
Yellowhead,Mohoua ochrocephala
Yellowish bulbul,Hypsipetes everetti
Yellowish flycatcher,Empidonax flavescens
Yellowish imperial pigeon,Ducula subflavescens
Yellowish pipit,Anthus chii
Yellowish pipit,Anthus lutescens
Yellowish white-eye,Zosterops nigrorum
Yellowish-streaked honeyeater,Ptiloprora meekiana
Yemen linnet,Linaria yemenensis
Yemen serin,Crithagra menachensis
Yemen thrush,Turdus menachensis
Yemen warbler,Curruca buryi
Yucatan amazon,Amazona xantholora
Yucatan bobwhite,Colinus nigrogularis
Yucatan flycatcher,Myiarchus yucatanensis
Yucatan gnatcatcher,Polioptila albiventris
Yucatan jay,Cyanocorax yucatanicus
Yucatan nightjar,Antrostomus badius
Yucatan poorwill,Nyctiphrynus yucatanicus
Yucatan vireo,Vireo magister
Yucatan woodpecker,Melanerpes pygmaeus
Yucatan wren,Campylorhynchus yucatanicus
Yungas antwren,Myrmotherula grisea
Yungas dove,Leptotila megalura
Yungas guan,Penelope bridgesi
Yungas manakin,Chiroxiphia boliviana
Yungas pygmy owl,Glaucidium bolivianum
Yungas screech owl,Megascops hoyi
Yungas sparrow,Rhynchospiza dabbenei
Yungas tody-tyrant,Hemitriccus spodiops
Yungas tyrannulet,Phyllomyias weedeni
Yungas warbler,Basileuterus punctipectus
Yunnan fulvetta,Alcippe fratercula
Yunnan nuthatch,Sitta yunnanensis
Zambezi indigobird,Vidua codringtoni
Zamboanga bulbul,Hypsipetes rufigularis
Zanzibar red bishop,E. nigroventris
Zanzibar red bishop,Euplectes nigroventris
Zanzibar red bishop,Ploceus weynsi
Zapata rail,Cyanolimnas cerverai
Zapata rail,Mustelirallus cerverai
Zapata sparrow,Torreornis inexpectata
Zapata wren,Ferminia cerverai
Zappey's flycatcher,Cyanoptila cumatilis
Zarudny's sparrow,Passer zarudnyi
Zebra dove,Geopelia striata
Zebra woodpecker,Meiglyptes tristis
Zeledon's antbird,Hafferia zeledoni
Zenaida dove,Zenaida aurita
Zenker's honeyguide,Melignomon zenkeri
Zigzag heron,Zebrilus undulatus
Zimmer's tapaculo,Scytalopus zimmeri
Zimmer's tody-tyrant,Hemitriccus minimus
Zimmer's woodcreeper,Dendroplex kienerii
Zino's petrel,Pterodroma madeira
Zitting cisticola,Cisticola juncidis
Zoe's imperial pigeon,Ducula zoeae
Zone-tailed hawk,Buteo albonotatus
ʻAkekeʻe,Loxops caeruleirostris
ʻAkiapolaʻau,Hemignathus wilsoni
ʻAkikiki,Oreomystis bairdi
